payment_id,payment_datetime,method,order_datetime,type,order_id,table_id,menu_item_id,menu_item_name,Menu_Category,menu_category_id,price,Items_Sold,Revenue,recipe_id,recipe_name,inventory_used,total,table_status
P01534,25/05/2025,Credit Card,25/05/2025,Takeout,O01534,T100,M014,Menu Item M014,Dessert,1,4.73,4,18.91,R004,Recipe R004,Lettuce - 30g; Butter - 20g,18.91,available
P01535,25/05/2025,Credit Card,25/05/2025,Takeout,O01535,T75,M015,Menu Item M015,Main Course,3,22.28,3,66.85,R005,Recipe R005,Salt - 5g; Rice - 150g; Flour - 100g,66.85,dirty
P01536,25/05/2025,Credit Card,25/05/2025,Takeout,O01536,T45,M016,Menu Item M016,Dessert,1,3.84,2,7.68,R006,Recipe R006,Lettuce - 30g; Butter - 20g; Sugar - 10g,7.68,available
P01537,25/05/2025,Online,25/05/2025,Delivery,O01537,T57,M017,Menu Item M017,Dessert,1,4.08,4,16.31,R007,Recipe R007,Cheese - 50g; Flour - 100g; Lettuce - 30g,16.31,available
P01538,25/05/2025,Cash,25/05/2025,Dine-in,O01538,T10,M018,Menu Item M018,Dessert,1,8.89,1,8.89,R008,Recipe R008,Eggs - 2pcs,8.89,reserved
P01539,25/05/2025,Cash,25/05/2025,Dine-in,O01539,T10,M019,Menu Item M019,Main Course,3,19.72,2,39.44,R009,Recipe R009,Rice - 150g,39.44,available
P01540,25/05/2025,Online,25/05/2025,Delivery,O01540,T44,M020,Menu Item M020,Beverage,4,6.04,4,24.14,R010,Recipe R010,Salt - 5g; Eggs - 2pcs; Tomato - 100g,24.14,reserved
P01541,25/05/2025,Online,25/05/2025,Delivery,O01541,T65,M001,Menu Item M001,Main Course,3,21.56,3,64.69,R011,Recipe R011,Rice - 150g; Butter - 20g; Sugar - 10g,64.69,dirty
P01542,25/05/2025,Credit Card,25/05/2025,Takeout,O01542,T02,M002,Menu Item M002,Main Course,3,34.13,3,102.4,R012,Recipe R012,Salt - 5g,102.4,reserved
P01543,25/05/2025,Online,25/05/2025,Delivery,O01543,T39,M003,Menu Item M003,Main Course,3,31.94,2,63.87,R013,Recipe R013,Milk - 200ml,63.87,dirty
P01544,25/05/2025,Cash,25/05/2025,Dine-in,O01544,T10,M004,Menu Item M004,Beverage,4,6.98,1,6.98,R014,Recipe R014,Flour - 100g,6.98,reserved
P01545,25/05/2025,Online,25/05/2025,Delivery,O01545,T71,M005,Menu Item M005,Beverage,4,6.2,2,12.41,R015,Recipe R015,Salt - 5g,12.41,available
P01546,25/05/2025,Credit Card,25/05/2025,Takeout,O01546,T89,M006,Menu Item M006,Beverage,4,6.84,4,27.38,R001,Recipe R001,Tomato - 100g; Salt - 5g,27.38,reserved
P01547,25/05/2025,Credit Card,25/05/2025,Takeout,O01547,T77,M007,Menu Item M007,Appetizer,2,9.45,1,9.45,R002,Recipe R002,Chicken - 200g; Tomato - 100g,9.45,reserved
P01548,25/05/2025,Credit Card,25/05/2025,Takeout,O01548,T71,M008,Menu Item M008,Beverage,4,3.7,4,14.81,R003,Recipe R003,Milk - 200ml; Sugar - 10g,14.81,dirty
P01549,25/05/2025,Cash,25/05/2025,Dine-in,O01549,T10,M009,Menu Item M009,Main Course,3,27.34,4,109.35,R004,Recipe R004,Rice - 150g,109.35,available
P01550,25/05/2025,Cash,25/05/2025,Dine-in,O01550,T10,M010,Menu Item M010,Appetizer,2,12.13,2,24.26,R005,Recipe R005,Flour - 100g; Chicken - 200g; Sugar - 10g,24.26,reserved
P01551,25/05/2025,Credit Card,25/05/2025,Takeout,O01551,T80,M011,Menu Item M011,Dessert,1,4.75,1,4.75,R006,Recipe R006,Milk - 200ml; Eggs - 2pcs,4.75,available
P01552,25/05/2025,Credit Card,25/05/2025,Takeout,O01552,T93,M012,Menu Item M012,Appetizer,2,9.62,2,19.25,R007,Recipe R007,Cheese - 50g; Butter - 20g; Rice - 150g,19.25,reserved
P01553,25/05/2025,Cash,25/05/2025,Dine-in,O01553,T10,M013,Menu Item M013,Main Course,3,24.43,4,97.71,R008,Recipe R008,Sugar - 10g; Rice - 150g; Beef - 250g,97.71,reserved
P01554,25/05/2025,Cash,25/05/2025,Dine-in,O01554,T10,M014,Menu Item M014,Appetizer,2,12.22,1,12.22,R009,Recipe R009,Tomato - 100g; Flour - 100g; Chicken - 200g,12.22,available
P01555,25/05/2025,Cash,25/05/2025,Dine-in,O01555,T10,M015,Menu Item M015,Beverage,4,3.26,1,3.26,R010,Recipe R010,Tomato - 100g,3.26,reserved
P01556,25/05/2025,Credit Card,25/05/2025,Takeout,O01556,T63,M016,Menu Item M016,Beverage,4,4.8,1,4.8,R011,Recipe R011,Milk - 200ml,4.8,available
P01557,25/05/2025,Cash,25/05/2025,Dine-in,O01557,T10,M017,Menu Item M017,Dessert,1,6.59,1,6.59,R012,Recipe R012,Butter - 20g; Milk - 200ml,6.59,reserved
P01558,25/05/2025,Cash,25/05/2025,Dine-in,O01558,T10,M018,Menu Item M018,Main Course,3,17.84,1,17.84,R013,Recipe R013,Chicken - 200g,17.84,dirty
P01559,25/05/2025,Cash,25/05/2025,Dine-in,O01559,T10,M019,Menu Item M019,Beverage,4,5.08,3,15.23,R014,Recipe R014,Cheese - 50g; Butter - 20g; Beef - 250g,15.23,available
P01560,25/05/2025,Credit Card,25/05/2025,Takeout,O01560,T04,M020,Menu Item M020,Dessert,1,8.44,4,33.78,R015,Recipe R015,Chicken - 200g; Lettuce - 30g; Cheese - 50g,33.78,reserved
P01561,25/05/2025,Credit Card,25/05/2025,Takeout,O01561,T30,M001,Menu Item M001,Dessert,1,3.2,2,6.41,R001,Recipe R001,Milk - 200ml,6.41,reserved
P01562,25/05/2025,Online,25/05/2025,Delivery,O01562,T24,M002,Menu Item M002,Dessert,1,9.15,1,9.15,R002,Recipe R002,Rice - 150g; Cheese - 50g,9.15,dirty
P01563,25/05/2025,Credit Card,25/05/2025,Takeout,O01563,T02,M003,Menu Item M003,Main Course,3,29.5,3,88.5,R003,Recipe R003,Tomato - 100g; Cheese - 50g; Eggs - 2pcs,88.5,available
P01564,26/05/2025,Cash,26/05/2025,Dine-in,O01564,T10,M004,Menu Item M004,Main Course,3,18.23,3,54.68,R004,Recipe R004,Salt - 5g; Sugar - 10g,54.68,reserved
P01565,26/05/2025,Cash,26/05/2025,Dine-in,O01565,T10,M005,Menu Item M005,Dessert,1,3.09,4,12.35,R005,Recipe R005,Cheese - 50g; Chicken - 200g,12.35,dirty
P01566,26/05/2025,Cash,26/05/2025,Dine-in,O01566,T10,M006,Menu Item M006,Beverage,4,2.26,1,2.26,R006,Recipe R006,Tomato - 100g,2.26,reserved
P01567,26/05/2025,Cash,26/05/2025,Dine-in,O01567,T10,M007,Menu Item M007,Dessert,1,8.39,1,8.39,R007,Recipe R007,Sugar - 10g,8.39,available
P01568,26/05/2025,Online,26/05/2025,Delivery,O01568,T32,M008,Menu Item M008,Dessert,1,5.63,1,5.63,R008,Recipe R008,Cheese - 50g; Beef - 250g,5.63,reserved
P01569,26/05/2025,Cash,26/05/2025,Dine-in,O01569,T10,M009,Menu Item M009,Beverage,4,3.37,3,10.1,R009,Recipe R009,Tomato - 100g; Rice - 150g,10.1,reserved
P01570,26/05/2025,Online,26/05/2025,Delivery,O01570,T94,M010,Menu Item M010,Dessert,1,4.84,1,4.84,R010,Recipe R010,Lettuce - 30g,4.84,reserved
P01571,26/05/2025,Credit Card,26/05/2025,Takeout,O01571,T54,M011,Menu Item M011,Beverage,4,5.57,2,11.14,R011,Recipe R011,Eggs - 2pcs; Salt - 5g; Beef - 250g,11.14,reserved
P01572,26/05/2025,Cash,26/05/2025,Dine-in,O01572,T10,M012,Menu Item M012,Main Course,3,30.03,4,120.13,R012,Recipe R012,Tomato - 100g; Sugar - 10g,120.13,dirty
P01573,26/05/2025,Cash,26/05/2025,Dine-in,O01573,T10,M013,Menu Item M013,Appetizer,2,13.88,4,55.5,R013,Recipe R013,Sugar - 10g; Eggs - 2pcs,55.5,dirty
P01574,26/05/2025,Cash,26/05/2025,Dine-in,O01574,T10,M014,Menu Item M014,Main Course,3,22.62,1,22.62,R014,Recipe R014,Chicken - 200g; Flour - 100g,22.62,available
P01575,26/05/2025,Credit Card,26/05/2025,Takeout,O01575,T38,M015,Menu Item M015,Beverage,4,5.58,1,5.58,R015,Recipe R015,Chicken - 200g; Beef - 250g,5.58,dirty
P01576,26/05/2025,Online,26/05/2025,Delivery,O01576,T75,M016,Menu Item M016,Appetizer,2,13.35,1,13.35,R001,Recipe R001,Rice - 150g,13.35,dirty
P01577,26/05/2025,Cash,26/05/2025,Dine-in,O01577,T10,M017,Menu Item M017,Beverage,4,2.39,2,4.78,R002,Recipe R002,Beef - 250g,4.78,available
P01578,26/05/2025,Cash,26/05/2025,Dine-in,O01578,T10,M018,Menu Item M018,Main Course,3,19,3,57.01,R003,Recipe R003,Tomato - 100g; Chicken - 200g; Sugar - 10g,57.01,dirty
P01579,26/05/2025,Cash,26/05/2025,Dine-in,O01579,T10,M019,Menu Item M019,Dessert,1,6.52,1,6.52,R004,Recipe R004,Milk - 200ml; Sugar - 10g,6.52,dirty
P01580,26/05/2025,Cash,26/05/2025,Dine-in,O01580,T10,M020,Menu Item M020,Dessert,1,7,1,7,R005,Recipe R005,Butter - 20g; Beef - 250g; Salt - 5g,7,available
P01581,26/05/2025,Cash,26/05/2025,Dine-in,O01581,T10,M001,Menu Item M001,Dessert,1,3.67,3,11,R006,Recipe R006,Sugar - 10g,11,available
P01582,26/05/2025,Online,26/05/2025,Delivery,O01582,T46,M002,Menu Item M002,Appetizer,2,14.5,1,14.5,R007,Recipe R007,Salt - 5g; Sugar - 10g; Cheese - 50g,14.5,available
P01583,26/05/2025,Credit Card,26/05/2025,Takeout,O01583,T05,M003,Menu Item M003,Beverage,4,6.11,3,18.34,R008,Recipe R008,Sugar - 10g; Tomato - 100g; Eggs - 2pcs,18.34,reserved
P01584,26/05/2025,Cash,26/05/2025,Dine-in,O01584,T10,M004,Menu Item M004,Beverage,4,3.27,2,6.54,R009,Recipe R009,Eggs - 2pcs; Tomato - 100g; Cheese - 50g,6.54,reserved
P01585,26/05/2025,Credit Card,26/05/2025,Takeout,O01585,T65,M005,Menu Item M005,Dessert,1,5.54,3,16.63,R010,Recipe R010,Lettuce - 30g; Salt - 5g; Beef - 250g,16.63,available
P01586,26/05/2025,Online,26/05/2025,Delivery,O01586,T15,M006,Menu Item M006,Main Course,3,33.24,1,33.24,R011,Recipe R011,Tomato - 100g,33.24,available
P01587,26/05/2025,Cash,26/05/2025,Dine-in,O01587,T10,M007,Menu Item M007,Dessert,1,7.7,4,30.78,R012,Recipe R012,Rice - 150g,30.78,available
P01588,26/05/2025,Cash,26/05/2025,Dine-in,O01588,T10,M008,Menu Item M008,Appetizer,2,7.1,3,21.31,R013,Recipe R013,Salt - 5g,21.31,reserved
P01589,26/05/2025,Cash,26/05/2025,Dine-in,O01589,T10,M009,Menu Item M009,Appetizer,2,9.16,3,27.49,R014,Recipe R014,Eggs - 2pcs; Tomato - 100g; Lettuce - 30g,27.49,reserved
P01590,26/05/2025,Online,26/05/2025,Delivery,O01590,T25,M010,Menu Item M010,Dessert,1,4.74,2,9.48,R015,Recipe R015,Beef - 250g; Eggs - 2pcs; Milk - 200ml,9.48,dirty
P01591,26/05/2025,Cash,26/05/2025,Dine-in,O01591,T10,M011,Menu Item M011,Main Course,3,37.04,1,37.04,R001,Recipe R001,Lettuce - 30g; Beef - 250g,37.04,dirty
P01592,26/05/2025,Cash,26/05/2025,Dine-in,O01592,T10,M012,Menu Item M012,Main Course,3,15.26,2,30.53,R002,Recipe R002,Chicken - 200g; Milk - 200ml; Cheese - 50g,30.53,available
P01593,26/05/2025,Credit Card,26/05/2025,Takeout,O01593,T85,M013,Menu Item M013,Dessert,1,4.44,2,8.89,R003,Recipe R003,Eggs - 2pcs,8.89,reserved
P01594,26/05/2025,Cash,26/05/2025,Dine-in,O01594,T10,M014,Menu Item M014,Main Course,3,21.3,2,42.61,R004,Recipe R004,Chicken - 200g; Sugar - 10g,42.61,reserved
P01595,26/05/2025,Credit Card,26/05/2025,Takeout,O01595,T20,M015,Menu Item M015,Dessert,1,5.95,1,5.95,R005,Recipe R005,Butter - 20g,5.95,reserved
P01596,26/05/2025,Credit Card,26/05/2025,Takeout,O01596,T20,M016,Menu Item M016,Beverage,4,3.12,2,6.25,R006,Recipe R006,Tomato - 100g; Flour - 100g,6.25,available
P01597,26/05/2025,Online,26/05/2025,Delivery,O01597,T43,M017,Menu Item M017,Main Course,3,37.87,1,37.87,R007,Recipe R007,Sugar - 10g; Lettuce - 30g; Chicken - 200g,37.87,dirty
P01598,26/05/2025,Cash,26/05/2025,Dine-in,O01598,T10,M018,Menu Item M018,Beverage,4,4.45,1,4.45,R008,Recipe R008,Cheese - 50g; Butter - 20g; Eggs - 2pcs,4.45,available
P01599,26/05/2025,Cash,26/05/2025,Dine-in,O01599,T10,M019,Menu Item M019,Dessert,1,4.07,2,8.14,R009,Recipe R009,Salt - 5g; Eggs - 2pcs; Butter - 20g,8.14,dirty
P01600,26/05/2025,Credit Card,26/05/2025,Takeout,O01600,T05,M020,Menu Item M020,Appetizer,2,9.49,4,37.98,R010,Recipe R010,Cheese - 50g; Chicken - 200g,37.98,dirty
P01601,26/05/2025,Cash,26/05/2025,Dine-in,O01601,T10,M001,Menu Item M001,Main Course,3,25.58,1,25.58,R011,Recipe R011,Sugar - 10g,25.58,available
P01602,26/05/2025,Online,26/05/2025,Delivery,O01602,T19,M002,Menu Item M002,Appetizer,2,10.63,3,31.88,R012,Recipe R012,Tomato - 100g; Salt - 5g,31.88,dirty
P01603,26/05/2025,Online,26/05/2025,Delivery,O01603,T90,M003,Menu Item M003,Beverage,4,6.57,3,19.7,R013,Recipe R013,Lettuce - 30g,19.7,dirty
P01604,26/05/2025,Cash,26/05/2025,Dine-in,O01604,T10,M004,Menu Item M004,Appetizer,2,14.18,3,42.55,R014,Recipe R014,Cheese - 50g; Beef - 250g,42.55,reserved
P01605,26/05/2025,Cash,26/05/2025,Dine-in,O01605,T10,M005,Menu Item M005,Beverage,4,4.08,2,8.16,R015,Recipe R015,Salt - 5g; Chicken - 200g; Eggs - 2pcs,8.16,dirty
P01606,26/05/2025,Online,26/05/2025,Delivery,O01606,T57,M006,Menu Item M006,Appetizer,2,8.18,3,24.54,R001,Recipe R001,Tomato - 100g; Lettuce - 30g,24.54,available
P01607,26/05/2025,Credit Card,26/05/2025,Takeout,O01607,T37,M007,Menu Item M007,Dessert,1,9.31,1,9.31,R002,Recipe R002,Salt - 5g; Cheese - 50g,9.31,available
P01608,26/05/2025,Online,26/05/2025,Delivery,O01608,T99,M008,Menu Item M008,Main Course,3,36.76,1,36.76,R003,Recipe R003,Chicken - 200g; Sugar - 10g,36.76,dirty
P01609,26/05/2025,Cash,26/05/2025,Dine-in,O01609,T10,M009,Menu Item M009,Main Course,3,29.47,1,29.47,R004,Recipe R004,Milk - 200ml,29.47,reserved
P01610,26/05/2025,Credit Card,26/05/2025,Takeout,O01610,T66,M010,Menu Item M010,Dessert,1,5.97,1,5.97,R005,Recipe R005,Eggs - 2pcs; Flour - 100g,5.97,reserved
P01611,26/05/2025,Credit Card,26/05/2025,Takeout,O01611,T59,M011,Menu Item M011,Dessert,1,8.05,3,24.15,R006,Recipe R006,Lettuce - 30g; Butter - 20g; Chicken - 200g,24.15,dirty
P01612,26/05/2025,Online,26/05/2025,Delivery,O01612,T34,M012,Menu Item M012,Beverage,4,3.28,1,3.28,R007,Recipe R007,Beef - 250g; Butter - 20g,3.28,dirty
P01613,26/05/2025,Cash,26/05/2025,Dine-in,O01613,T10,M013,Menu Item M013,Beverage,4,5.84,1,5.84,R008,Recipe R008,Milk - 200ml; Lettuce - 30g,5.84,available
P01614,26/05/2025,Cash,26/05/2025,Dine-in,O01614,T10,M014,Menu Item M014,Dessert,1,5.8,4,23.22,R009,Recipe R009,Chicken - 200g,23.22,dirty
P01615,26/05/2025,Cash,26/05/2025,Dine-in,O01615,T10,M015,Menu Item M015,Beverage,4,6.83,4,27.32,R010,Recipe R010,Chicken - 200g; Flour - 100g,27.32,reserved
P01616,26/05/2025,Online,26/05/2025,Delivery,O01616,T38,M016,Menu Item M016,Main Course,3,18.52,2,37.05,R011,Recipe R011,Tomato - 100g; Flour - 100g,37.05,dirty
P01617,26/05/2025,Credit Card,26/05/2025,Takeout,O01617,T38,M017,Menu Item M017,Main Course,3,15.44,1,15.44,R012,Recipe R012,Butter - 20g,15.44,available
P01618,26/05/2025,Credit Card,26/05/2025,Takeout,O01618,T49,M018,Menu Item M018,Beverage,4,3.3,2,6.61,R013,Recipe R013,Flour - 100g,6.61,available
P01619,26/05/2025,Cash,26/05/2025,Dine-in,O01619,T10,M019,Menu Item M019,Beverage,4,4.29,4,17.15,R014,Recipe R014,Cheese - 50g; Milk - 200ml; Lettuce - 30g,17.15,available
P01620,26/05/2025,Cash,26/05/2025,Dine-in,O01620,T10,M020,Menu Item M020,Dessert,1,6,4,24,R015,Recipe R015,Lettuce - 30g; Flour - 100g; Beef - 250g,24,available
P01621,26/05/2025,Credit Card,26/05/2025,Takeout,O01621,T93,M001,Menu Item M001,Appetizer,2,8.95,3,26.86,R001,Recipe R001,Rice - 150g; Sugar - 10g,26.86,available
P01622,26/05/2025,Credit Card,26/05/2025,Takeout,O01622,T04,M002,Menu Item M002,Appetizer,2,11.6,4,46.38,R002,Recipe R002,Milk - 200ml; Sugar - 10g; Tomato - 100g,46.38,dirty
P01623,26/05/2025,Online,26/05/2025,Delivery,O01623,T66,M003,Menu Item M003,Beverage,4,4.88,1,4.88,R003,Recipe R003,Milk - 200ml; Eggs - 2pcs; Cheese - 50g,4.88,dirty
P01624,26/05/2025,Online,26/05/2025,Delivery,O01624,T22,M004,Menu Item M004,Dessert,1,7.48,2,14.96,R004,Recipe R004,Butter - 20g,14.96,dirty
P01625,26/05/2025,Cash,26/05/2025,Dine-in,O01625,T10,M005,Menu Item M005,Appetizer,2,11.57,4,46.28,R005,Recipe R005,Tomato - 100g; Rice - 150g,46.28,dirty
P01626,26/05/2025,Cash,26/05/2025,Dine-in,O01626,T10,M006,Menu Item M006,Appetizer,2,7.67,4,30.68,R006,Recipe R006,Rice - 150g; Milk - 200ml; Lettuce - 30g,30.68,available
P01627,26/05/2025,Cash,26/05/2025,Dine-in,O01627,T10,M007,Menu Item M007,Beverage,4,2.17,3,6.52,R007,Recipe R007,Lettuce - 30g; Salt - 5g,6.52,reserved
P01628,26/05/2025,Credit Card,26/05/2025,Takeout,O01628,T21,M008,Menu Item M008,Beverage,4,2.26,1,2.26,R008,Recipe R008,Tomato - 100g; Beef - 250g,2.26,dirty
P01629,26/05/2025,Cash,26/05/2025,Dine-in,O01629,T10,M009,Menu Item M009,Appetizer,2,11.47,4,45.88,R009,Recipe R009,Beef - 250g; Milk - 200ml; Tomato - 100g,45.88,reserved
P01630,26/05/2025,Online,26/05/2025,Delivery,O01630,T69,M010,Menu Item M010,Beverage,4,6.34,2,12.69,R010,Recipe R010,Cheese - 50g; Milk - 200ml; Rice - 150g,12.69,dirty
P01631,26/05/2025,Online,26/05/2025,Delivery,O01631,T49,M011,Menu Item M011,Appetizer,2,6.36,3,19.07,R011,Recipe R011,Lettuce - 30g,19.07,dirty
P01632,26/05/2025,Credit Card,26/05/2025,Takeout,O01632,T28,M012,Menu Item M012,Appetizer,2,9.29,4,37.17,R012,Recipe R012,Sugar - 10g; Milk - 200ml,37.17,reserved
P01633,26/05/2025,Cash,26/05/2025,Dine-in,O01633,T10,M013,Menu Item M013,Appetizer,2,11.62,4,46.46,R013,Recipe R013,Cheese - 50g; Sugar - 10g,46.46,available
P01634,26/05/2025,Online,26/05/2025,Delivery,O01634,T13,M014,Menu Item M014,Dessert,1,4.92,4,19.69,R014,Recipe R014,Butter - 20g,19.69,dirty
P01635,27/05/2025,Online,27/05/2025,Delivery,O01635,T70,M015,Menu Item M015,Main Course,3,27.35,2,54.7,R015,Recipe R015,Cheese - 50g; Lettuce - 30g,54.7,dirty
P01636,27/05/2025,Credit Card,27/05/2025,Takeout,O01636,T70,M016,Menu Item M016,Beverage,4,2.81,1,2.81,R001,Recipe R001,Flour - 100g,2.81,dirty
P01637,27/05/2025,Online,27/05/2025,Delivery,O01637,T36,M017,Menu Item M017,Appetizer,2,5.15,4,20.6,R002,Recipe R002,Flour - 100g; Milk - 200ml,20.6,reserved
P01638,27/05/2025,Online,27/05/2025,Delivery,O01638,T77,M018,Menu Item M018,Dessert,1,7.97,3,23.92,R003,Recipe R003,Beef - 250g; Eggs - 2pcs,23.92,available
P01639,27/05/2025,Credit Card,27/05/2025,Takeout,O01639,T50,M019,Menu Item M019,Appetizer,2,8.68,1,8.68,R004,Recipe R004,Cheese - 50g; Lettuce - 30g,8.68,reserved
P01640,27/05/2025,Online,27/05/2025,Delivery,O01640,T23,M020,Menu Item M020,Appetizer,2,10.74,4,42.96,R005,Recipe R005,Cheese - 50g; Beef - 250g,42.96,reserved
P01641,27/05/2025,Credit Card,27/05/2025,Takeout,O01641,T68,M001,Menu Item M001,Appetizer,2,6.55,3,19.65,R006,Recipe R006,Milk - 200ml,19.65,available
P01642,27/05/2025,Online,27/05/2025,Delivery,O01642,T09,M002,Menu Item M002,Main Course,3,25.7,3,77.09,R007,Recipe R007,Butter - 20g,77.09,reserved
P01643,27/05/2025,Cash,27/05/2025,Dine-in,O01643,T10,M003,Menu Item M003,Beverage,4,5,2,9.99,R008,Recipe R008,Beef - 250g; Butter - 20g,9.99,available
P01644,27/05/2025,Cash,27/05/2025,Dine-in,O01644,T10,M004,Menu Item M004,Appetizer,2,8.72,4,34.89,R009,Recipe R009,Chicken - 200g; Milk - 200ml,34.89,dirty
P01645,27/05/2025,Credit Card,27/05/2025,Takeout,O01645,T37,M005,Menu Item M005,Dessert,1,7.72,2,15.43,R010,Recipe R010,Lettuce - 30g; Salt - 5g; Eggs - 2pcs,15.43,available
P01646,27/05/2025,Online,27/05/2025,Delivery,O01646,T05,M006,Menu Item M006,Dessert,1,3.59,4,14.36,R011,Recipe R011,Beef - 250g,14.36,dirty
P01647,27/05/2025,Online,27/05/2025,Delivery,O01647,T92,M007,Menu Item M007,Beverage,4,6.16,4,24.62,R012,Recipe R012,Tomato - 100g; Salt - 5g,24.62,reserved
P01648,27/05/2025,Cash,27/05/2025,Dine-in,O01648,T10,M008,Menu Item M008,Beverage,4,6.59,1,6.59,R013,Recipe R013,Tomato - 100g; Lettuce - 30g; Sugar - 10g,6.59,reserved
P01649,27/05/2025,Cash,27/05/2025,Dine-in,O01649,T10,M009,Menu Item M009,Main Course,3,19.21,1,19.21,R014,Recipe R014,Butter - 20g; Chicken - 200g,19.21,dirty
P01650,27/05/2025,Online,27/05/2025,Delivery,O01650,T94,M010,Menu Item M010,Main Course,3,26.29,4,105.15,R015,Recipe R015,Rice - 150g,105.15,reserved
P01651,27/05/2025,Cash,27/05/2025,Dine-in,O01651,T10,M011,Menu Item M011,Dessert,1,9.09,3,27.27,R001,Recipe R001,Eggs - 2pcs; Chicken - 200g,27.27,available
P01652,27/05/2025,Credit Card,27/05/2025,Takeout,O01652,T12,M012,Menu Item M012,Main Course,3,26.13,3,78.38,R002,Recipe R002,Milk - 200ml; Tomato - 100g,78.38,dirty
P01653,27/05/2025,Online,27/05/2025,Delivery,O01653,T05,M013,Menu Item M013,Beverage,4,3.52,1,3.52,R003,Recipe R003,Chicken - 200g,3.52,reserved
P01654,27/05/2025,Cash,27/05/2025,Dine-in,O01654,T10,M014,Menu Item M014,Main Course,3,36.86,1,36.86,R004,Recipe R004,Rice - 150g,36.86,dirty
P01655,27/05/2025,Cash,27/05/2025,Dine-in,O01655,T10,M015,Menu Item M015,Beverage,4,3.66,4,14.62,R005,Recipe R005,Sugar - 10g; Tomato - 100g; Rice - 150g,14.62,available
P01656,27/05/2025,Cash,27/05/2025,Dine-in,O01656,T10,M016,Menu Item M016,Beverage,4,3.94,2,7.87,R006,Recipe R006,Lettuce - 30g; Chicken - 200g,7.87,available
P01657,27/05/2025,Cash,27/05/2025,Dine-in,O01657,T10,M017,Menu Item M017,Beverage,4,5.34,4,21.34,R007,Recipe R007,Cheese - 50g; Chicken - 200g,21.34,reserved
P01658,27/05/2025,Cash,27/05/2025,Dine-in,O01658,T10,M018,Menu Item M018,Appetizer,2,10.7,2,21.41,R008,Recipe R008,Salt - 5g,21.41,available
P01659,27/05/2025,Credit Card,27/05/2025,Takeout,O01659,T40,M019,Menu Item M019,Appetizer,2,6.1,2,12.19,R009,Recipe R009,Salt - 5g,12.19,dirty
P01660,27/05/2025,Online,27/05/2025,Delivery,O01660,T35,M020,Menu Item M020,Main Course,3,26.08,3,78.24,R010,Recipe R010,Salt - 5g; Flour - 100g,78.24,available
P01661,27/05/2025,Online,27/05/2025,Delivery,O01661,T03,M001,Menu Item M001,Dessert,1,7.22,3,21.67,R011,Recipe R011,Eggs - 2pcs; Rice - 150g; Lettuce - 30g,21.67,dirty
P01662,27/05/2025,Online,27/05/2025,Delivery,O01662,T64,M002,Menu Item M002,Dessert,1,5.06,2,10.11,R012,Recipe R012,Eggs - 2pcs,10.11,dirty
P01663,27/05/2025,Online,27/05/2025,Delivery,O01663,T52,M003,Menu Item M003,Appetizer,2,8.25,3,24.75,R013,Recipe R013,Beef - 250g,24.75,available
P01664,27/05/2025,Online,27/05/2025,Delivery,O01664,T88,M004,Menu Item M004,Beverage,4,3.87,1,3.87,R014,Recipe R014,Cheese - 50g; Flour - 100g; Beef - 250g,3.87,reserved
P01665,27/05/2025,Cash,27/05/2025,Dine-in,O01665,T10,M005,Menu Item M005,Appetizer,2,11.07,4,44.29,R015,Recipe R015,Rice - 150g; Beef - 250g,44.29,available
P01666,27/05/2025,Credit Card,27/05/2025,Takeout,O01666,T14,M006,Menu Item M006,Beverage,4,6.64,4,26.56,R001,Recipe R001,Rice - 150g; Chicken - 200g,26.56,dirty
P01667,27/05/2025,Cash,27/05/2025,Dine-in,O01667,T10,M007,Menu Item M007,Dessert,1,4.68,3,14.04,R002,Recipe R002,Eggs - 2pcs; Lettuce - 30g; Sugar - 10g,14.04,dirty
P01668,27/05/2025,Cash,27/05/2025,Dine-in,O01668,T10,M008,Menu Item M008,Main Course,3,37.73,3,113.2,R003,Recipe R003,Salt - 5g; Flour - 100g; Beef - 250g,113.2,available
P01669,27/05/2025,Cash,27/05/2025,Dine-in,O01669,T10,M009,Menu Item M009,Appetizer,2,13.93,1,13.93,R004,Recipe R004,Beef - 250g,13.93,reserved
P01670,27/05/2025,Online,27/05/2025,Delivery,O01670,T28,M010,Menu Item M010,Beverage,4,6.47,2,12.94,R005,Recipe R005,Sugar - 10g; Milk - 200ml,12.94,reserved
P01671,27/05/2025,Cash,27/05/2025,Dine-in,O01671,T10,M011,Menu Item M011,Main Course,3,38.05,1,38.05,R006,Recipe R006,Eggs - 2pcs,38.05,dirty
P01672,27/05/2025,Credit Card,27/05/2025,Takeout,O01672,T23,M012,Menu Item M012,Beverage,4,5.79,3,17.36,R007,Recipe R007,Milk - 200ml; Chicken - 200g,17.36,dirty
P01673,27/05/2025,Online,27/05/2025,Delivery,O01673,T21,M013,Menu Item M013,Beverage,4,4.62,1,4.62,R008,Recipe R008,Rice - 150g,4.62,reserved
P01674,27/05/2025,Credit Card,27/05/2025,Takeout,O01674,T32,M014,Menu Item M014,Appetizer,2,12.75,2,25.5,R009,Recipe R009,Sugar - 10g; Chicken - 200g,25.5,available
P01675,27/05/2025,Cash,27/05/2025,Dine-in,O01675,T10,M015,Menu Item M015,Appetizer,2,7.3,2,14.6,R010,Recipe R010,Flour - 100g,14.6,dirty
